9,48.0798365883,28.0160404162
8,44.3650758218,30.3995257044
5,45.9730345105,29.3949490241
11,49.9010372487,28.112159528
3,46.2089081358,29.1388897562
1,43.2065419587,29.7974511719
7,44.9015581053,29.6538938859
4,45.2044931934,29.5271656442
2,43.6686161585,29.618167502
6,46.2761266592,29.0416230214
10,46.3726059199,28.9319074828
0,46.5960533952,29.8252513599
16,51.841430534,26.6713272605
22,49.3981352368,26.7011944956
13,50.0818488921,26.7104126208
15,49.6506681752,27.19238863
12,50.0178579401,27.2218690335
19,47.7730626889,28.238453167
17,48.269007545,28.4824362056
20,50.9851630281,27.3455784574
14,48.1784901112,27.6282528581
21,50.980406562,27.2593263823
18,51.4059779454,26.625614141
23,50.0781284879,26.8275025906
32,49.4985931221,27.7290947464
27,50.278286233,27.1087813868
35,51.4033364585,26.0474742498
33,50.0131905239,27.7618146934
24,50.2528811873,26.1669032935
31,49.5066744051,27.3957589526
25,50.5439230918,27.2454175939
34,52.7362489623,26.8284626053
29,52.1312117946,25.4278024363
26,49.4410986576,27.0171723163
28,49.2635012526,28.3643695566
30,50.9764944864,26.6054734923
42,50.8451828207,27.7103482009
41,52.598132489,25.6529553825
43,51.6466508922,26.417838029
38,52.0023215322,25.7280807641
36,49.9144698659,26.2031556152
45,49.9165699362,27.7496219449
46,53.3263203714,26.0244823757
40,50.7369431726,26.7809891269
37,50.1030943581,25.8636218351
39,50.7903008193,25.9941136049
44,52.1573352337,25.6112768826
47,51.403801509,26.4193696476
56,50.4845096498,26.9198967912
51,50.5653224799,26.7708603521
57,47.3469239698,27.8834129187
58,47.8504062681,27.59009721
59,48.5839388173,27.6997754171
48,47.5340975044,29.1915287986
49,47.4098546066,29.0195311656
50,50.7721925739,27.1367290139
54,48.2131456761,27.7578490227
55,48.7672234045,27.4295504519
52,47.5230867562,28.6200815876
53,51.8666569936,26.3121378425
71,41.2800985236,31.421898542
70,45.1163337423,28.0951948179
69,44.8309634359,29.0037914127
65,46.9008279642,28.3034084496
63,45.6754207777,28.6611866603
68,45.7510817899,28.7249263516
61,50.3459975892,27.9917518047
62,48.7964306442,27.880970369
67,46.0633131791,27.8766594273
66,45.5744000917,28.5367432201
60,47.8830711814,28.4111733473
64,46.4074289031,29.3813175356
83,41.4711328524,29.8666457402
81,39.3964016251,31.4157322236
80,37.8640505143,30.5805079669
78,40.7798897272,30.4348983228
74,43.7122751016,29.4172239344
82,40.30509519,30.2417368478
72,41.9168803309,30.1949161833
76,42.0676146257,29.9624750379
73,40.0110414337,31.1749221945
75,42.6775004837,29.3231596955
79,39.8981105307,30.5807812171
77,39.4395997561,29.1364289759
94,33.8748205395,34.0162852647
87,35.894302004,31.2070097344
92,33.2597756277,32.8468938073
90,32.4486888619,33.4734369218
89,37.2792709855,31.9724865094
84,37.9238869082,31.5523718267
95,30.7236460274,34.0054038009
93,36.4156041912,33.1075426897
91,30.0818540237,32.1982978926
85,36.9976714752,31.0181915645
88,36.691816599,30.3531893501
86,35.9790252264,31.9949747012
97,33.7846778874,34.979288301
98,29.9042367963,34.3947957779
96,29.8293200043,34.831167699
103,8.74405107371,11.1492270873
99,27.9820081254,32.859151824
101,8.74405107371,11.1492270873
100,8.74405107371,11.1492270873
104,8.74405107371,11.1492270873
106,8.74405107371,11.1492270873
102,8.74405107371,11.1492270873
105,8.74405107371,11.1492270873
107,8.74405107371,11.1492270873
