0,13.6390017411
71,89.2048752176
72,89.6111433546
73,89.5531050493
74,89.1468369124
75,86.9413813117
76,87.637840975
77,86.7672663958
78,85.780615206
79,85.2002321532
80,84.2716192687
81,83.2849680789
82,83.1108531631
83,82.878699942
84,81.1955890888
85,80.8473592571
86,79.9767846779
87,79.2803250145
88,76.6686012768
89,75.3917585607
90,75.3917585607
91,72.4898432966
92,71.967498549
93,69.1236215902
94,69.0075449797
95,64.94486361
96,63.2037144515
97,59.5473012188
98,58.2124201973
99,54.2077771329
100,50.319210679
