49,306768
50,298098
51,277353
52,233749
53,223960
54,218424
55,216496
56,216337
57,216091
58,212695
59,210777
60,209114
61,209114
62,208746
63,207733
64,205901
65,205901
66,205901
67,205901
68,205901
69,205901
70,205901
71,205901
72,205901
73,205901
74,205901
75,205901
76,205901
77,205901
78,205901
79,205901
80,205775
81,205775
82,205775
83,205775
84,205775
85,205775
86,205775
87,205775
88,205775
89,205775
90,205775
91,205775
92,205775
93,205775
94,205775
95,205775
96,205775
97,205775
98,205775
99,205775
