1,205901,205901,207879,207879,228241
2,205901,205901,211908,207588,220738
3,205901,205901,206150,206413,222522
4,205901,205901,209114,206413,216755
5,205901,205901,206413,211419,216421
6,206413,205901,206413,206413,216205
7,206413,205901,206413,206413,212695
8,205901,205901,206413,206413,214139
9,205901,205901,207446,206413,211908
10,205901,205901,207588,206413,211788
11,205901,205901,206413,206413,209114
12,205901,205901,206150,206413,210148
13,205901,205901,206413,206413,206413
14,205901,205901,206413,206413,210148
15,206150,205901,206150,205901,207588
16,205901,205901,206413,206413,208746
17,205901,205901,206150,206413,206413
18,206150,205901,206413,206413,207446
19,205901,206150,206413,205901,206413
20,205901,205901,206413,206413,207588
21,206413,206413,206413,206413,207588
22,206150,205901,206413,207588,207733
23,206413,206150,206413,206413,206413
24,206150,206413,206413,206150,209114
25,206413,206150,205901,206413,206150
26,206413,206413,206413,206413,206413
27,206150,207446,205901,206413,207446
28,206150,205901,207446,206413,206413
29,207446,206150,206413,205901,207588
30,205901,206150,207733,207446,207588
31,206150,205901,206150,207446,206157
32,206157,205901,206150,207446,206413
33,206150,206150,206157,206413,206157
34,206157,206157,206150,207588,206150
35,206150,207446,207733,206413,207446
36,206150,207446,205901,206413,205901
37,206150,206150,206150,206150,207588
38,206157,206413,206157,206157,207588
39,206150,206413,205901,206157,206157
40,206157,207446,206286,207588,206413
41,206413,207733,206413,207588,206413
42,205901,206150,206150,206157,205901
43,206413,206413,206157,207733,206150
44,206157,206150,208746,208746,206150
45,206150,207733,206413,207733,206157
46,206286,206286,207588,206150,206413
47,207446,206413,206413,209114,207446
48,206157,207446,206413,206157,206286
49,207588,206150,207733,206413,206157
50,206150,207588,206150,207588,207879
51,209114,209114,206413,206413,209114
52,206413,206286,207733,206157,206157
53,206157,206150,208746,208746,206413
54,206286,208746,209114,208746,207446
55,209114,207733,207733,206413,208116
56,207733,206413,207879,209114,208068
57,207733,207588,206413,208746,211788
58,209114,206413,207588,208746,209114
59,210777,209114,209482,207879,206413
60,209114,210148,207879,207446,210777
61,209114,209482,208746,210794,212695
62,209482,211788,209114,208746,210899
63,208746,209482,209114,210777,208746
64,209114,210794,211908,209482,211788
65,211788,210794,209114,209482,214139
66,215867,211908,211788,211419,209114
67,211908,211908,209482,211841,210899
68,211908,215666,210148,210148,211908
69,215867,214139,211841,212695,215187
70,215187,211788,211419,214139,211841
71,211908,209482,216001,216020,215075
72,212695,216091,216205,215867,212959
73,216205,214536,216001,215089,216205
74,216091,216337,216921,214536,216001
75,216337,216146,216205,216001,216146
76,216496,216468,216020,216147,216146
77,217185,216712,216205,216421,216205
78,216755,216421,216712,216921,216712
79,216755,217127,217185,216359,216421
80,218424,216921,216624,216421,216282
81,218569,217185,216755,217185,217185
82,217185,218040,218424,217185,217564
83,223581,218040,220466,220606,217185
84,220606,220994,222526,222522,217185
85,221134,221134,220466,222323,219593
86,223767,222323,220606,222398,218814
87,223767,226301,224036,223731,221137
88,224093,226559,222323,226301,223767
89,224886,226438,226301,227083,223767
90,226438,226559,224093,226438,224093
91,231210,228240,226559,226559,226559
92,231210,227729,271794,228240,226438
93,298098,228240,297963,236622,226438
94,308072,297963,297836,285672,231210
95,,,298098,302255,277353
96,,,,,297836
97,,,,,298098
98,,,,,308072
